"response","ROW_NUM","abd","latitude","longitude","elev","Barren.PLAND","Evergreen.Needleleaf.Forests.PLAND","Evergreen.Broadleaf.Forests.PLAND","Deciduous.Needleleaf.Forests.PLAND","Deciduous.Broadleaf.Forests.PLAND","Mixed.Broadleaf.Needleleaf.Forests.PLAND","Mixed.Broadleaf.Evergreen.Deciduous.Forests.PLAND","Open.Forests.PLAND","Sparse.Forests.PLAND","Dense.Herbaceous.PLAND","Sparse.Herbaceous.PLAND","Dense.Shrublands.PLAND","Shrubland.Grassland.Mosaics.PLAND","Sparse.Shrublands.PLAND","Urban.PLAND","Forest.Cropland.Mosaics.PLAND","Natural.Herbaceous.Croplands.Mosaics.PLAND","Herbaceous.Croplands.PLAND","Woody.Wetlands.PLAND","Herbaceous.Wetlands.PLAND","weights","fit.s.Barren.PLAND.","fit.s.Evergreen.Needleleaf.Forests.PLAND.","fit.s.Mixed.Broadleaf.Needleleaf.Forests.PLAND.","fit.s.Open.Forests.PLAND.","fit.s.Sparse.Forests.PLAND.","fit.s.Dense.Herbaceous.PLAND.","fit.s.Sparse.Herbaceous.PLAND.","fit.s.Shrubland.Grassland.Mosaics.PLAND.","fit.s.Sparse.Shrublands.PLAND.","fit.s.Urban.PLAND.","fit.s.Herbaceous.Croplands.PLAND.","fit.s.Herbaceous.Wetlands.PLAND.","fit.s.elev.","fit.s.longitude.latitude.","se.fit.s.Barren.PLAND.","se.fit.s.Evergreen.Needleleaf.Forests.PLAND.","se.fit.s.Mixed.Broadleaf.Needleleaf.Forests.PLAND.","se.fit.s.Open.Forests.PLAND.","se.fit.s.Sparse.Forests.PLAND.","se.fit.s.Dense.Herbaceous.PLAND.","se.fit.s.Sparse.Herbaceous.PLAND.","se.fit.s.Shrubland.Grassland.Mosaics.PLAND.","se.fit.s.Sparse.Shrublands.PLAND.","se.fit.s.Urban.PLAND.","se.fit.s.Herbaceous.Croplands.PLAND.","se.fit.s.Herbaceous.Wetlands.PLAND.","se.fit.s.elev.","se.fit.s.longitude.latitude."
-7.58138581134333,263268,0.101635831858295,47.91398357,-119.1815849,700,3.243717124,0,0,0,0,0,0,0,0.029222677,91.72998247,0.993571011,0,0,0,0.175336061,0,0,22.18001169,0,0.263004091,0.943363308842199,1.79561024617815e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0121319971968127,0.186628810681474,0.19225538949483,0.550131266797233,0.480834728589587,-9.26591758551516e-06,-0.622836239519023,7.53400597574932e-06,-2.34193120718093,-2.15666793831724,0.275892160190936,0.275899905026697,0.275891674848915,0.256044344514672,0.275211725134726,0.309312159151541,0.268718574420594,0.221537201688401,0.250345058263211,0.275899520544563,0.333619977230415,0.275897985087751,0.42020454745422,0.481727667145981
-10.9812816599581,263269,0.0118084385393587,47.91398357,-118.8237963,727,2.883472057,0,0,0,0,0,0,0,0.178359096,93.07372176,1.218787158,0,0,0,2.170035672,0,0,32.49108205,0,0.445897741,0.052444854341228,2.36180065901852e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0121103558139044,0.192784310837401,0.191993209415658,0.550131266797233,0.480834728589587,6.82423400097155e-07,-0.736209858583169,1.75791777255392e-07,-2.19237900266959,-2.0512677219393,0.27589206309947,0.275899905026697,0.275891674848915,0.256044344514672,0.275211292021292,0.310712643144179,0.268695216361839,0.221537201688401,0.250345058263211,0.275901604934062,0.382306464098222,0.275899669481254,0.414204434526908,0.484187601287437
-6.13326210451859,264765,0.00156896784183889,47.67417721,-120.4135444,917,0.683709869,27.85374554,0,0,0,0.059453032,0,4.994054697,11.95005945,53.3293698,1.12960761,0,0,0,0.14863258,0,0,0.237812128,0,0.475624257,0.00640514849261116,4.8331984969147e-05,-5.11964251310045e-07,1.82931691018701e-08,-0.0568447457655478,0.00705138863288352,0.108178733487012,0.192103644572598,0.550131266797233,0.480834728589587,-9.29508330395634e-06,0.527034677383332,-1.01734096629437e-06,-1.14723572315634,-2.24007515728624,0.275891918518116,0.27590981648605,0.275891700492642,0.266931240325734,0.276939518802733,0.278031154127188,0.268705026869863,0.221537201688401,0.250345058263211,0.275899522840728,0.263935047081814,0.275900080279858,0.357646715064514,0.484574679162436
-5.40536131582526,264766,0.0328565615100023,47.67417721,-120.0574032,759,0.233781414,0.08766803,0,0,0,0,0,0.467562829,0.350672122,96.75628288,2.104032729,0,0,0,0.438340152,0,0,27.5862069,0,0.321449445,0.172781700963324,5.00855735706935e-05,1.83911896974403e-06,-4.60946789128428e-08,-0.149175681356525,-0.012048138732631,0.204905882267305,0.190458335867778,0.550131266797233,0.480834728589587,-8.71652039750466e-06,-0.71069861973845,5.2584234765324e-06,-2.01263127143776,-2.26329202385655,0.275891925501641,0.275899904809049,0.275891674848915,0.256002241871024,0.275210084554406,0.313620051230122,0.268562423377418,0.221537201688401,0.250345058263211,0.275899490681011,0.362603736370193,0.2758983491386,0.405558874636801,0.475890133847028
-8.38786918629603,264767,0.135174877611669,47.67417721,-119.701262,745,0.683709869,0,0,0,0,0,0,0,0.14863258,98.39476813,0.772889417,0,0,0,0.505350773,0,0,11.2960761,0,0,0.809298762871892,4.8331984969147e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0121169916702282,0.207629154687657,0.192463227179755,0.550131266797233,0.480834728589587,-8.50587612678473e-06,-0.215067190772273,1.30428169781638e-05,-2.09158403392654,-2.23303511613145,0.275891918518116,0.275899905026697,0.275891674848915,0.256044344514672,0.275211424090385,0.31430993475631,0.268737259877355,0.221537201688401,0.250345058263211,0.275899485784764,0.298143706736007,0.275897693883436,0.409705479792529,0.470882029464777
-5.64248826495836,264768,0.105955542042754,47.67417721,-119.3451208,647,1.052016365,0,0,0,0,0,0,0,0.08766803,95.93804793,0.876680304,0,0,0,0.204558738,0,0,19.60841613,0,0.438340152,0.642382678259459,4.58698150998557e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.012127291177196,0.202881758438124,0.192371658460896,0.550131266797233,0.480834728589587,-9.22751386158187e-06,-0.556611530008062,4.82166646858024e-07,-2.62031103718427,-2.1504668790751,0.275891912661502,0.275899905026697,0.275891674848915,0.256044344514672,0.275211630349936,0.313118123320173,0.268729007502636,0.221537201688401,0.250345058263211,0.275899517632249,0.321100010633139,0.275899570162538,0.427495993525373,0.470317165435322
-2.87841316471902,264769,0.0113912446607875,47.67417721,-118.9889796,617,1.27824019,0,0,0,0,0,0,0,0,97.26516052,0.594530321,0,0,0,0,0,0,58.82877527,0,0.118906064,0.0779624417529709,4.39535319543941e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0121324309890804,0.20594343550271,0.192594232273558,0.550131266797233,0.480834728589587,-9.36789602530738e-06,-0.57310154429977,1.18471294683782e-05,-2.76931181667004,-2.04346695204017,0.275891911219295,0.275899905026697,0.275891674848915,0.256044344514672,0.275211733892754,0.313880629009542,0.268749127599798,0.221537201688401,0.250345058263211,0.275899528888495,0.50928720048754,0.275897685473692,0.43086114380694,0.473440812294646
-0.0232141405516608,264770,0.00267659912940787,47.67417721,-118.6328384,683,0,0,0,0,0,0,0,0,0.029222677,99.97077732,0,0,0,0,0.029222677,0,0,45.32437171,0,0,0.0173499492079685,5.03376209143406e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0121319971968127,0.208544476433065,0.192800686398436,0.550131266797233,0.480834728589587,-9.36561984547888e-06,-0.673862794901143,1.30428169781638e-05,-2.43386191400827,-1.94071251691036,0.275891926712472,0.275899905026697,0.275891674848915,0.256044344514672,0.275211725134726,0.314547616635505,0.268768015152364,0.221537201688401,0.250345058263211,0.275899528692802,0.423927370690424,0.275897693883436,0.423232459810701,0.478602854777708
-2.23848305408852,264771,0.000558448456877149,47.67417721,-118.2766972,726,0,0,0,0,0,0,0,0,0.089179548,99.91082045,0,0,0,0,0.237812128,0,0,45.86801427,0,0,0.00420138427890908,5.03376209143406e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.012127092642254,0.208540484104738,0.192800686398436,0.550131266797233,0.480834728589587,-9.17562534076979e-06,-0.669768754892372,1.30428169781638e-05,-2.19794857678142,-1.85363634844035,0.275891926712472,0.275899905026697,0.275891674848915,0.256044344514672,0.27521162635922,0.314546563582751,0.268768015152364,0.221537201688401,0.250345058263211,0.275899513897439,0.426684123060184,0.275897693883436,0.414433703782953,0.483679609092848
-1.49054525454513,266265,0.00014038172264931,47.43437084,-120.5727869,944,1.010701546,28.35909631,0,0,0,0,0,21.25445898,10.22592152,35.49346017,3.656361474,0,0,0,0.208085612,0,0,0.029726516,0,0.029726516,0.000980305546516326,4.61924094078502e-05,-4.92198614138167e-07,-4.60946789128428e-08,0.178537720097275,0.00553827064292378,0.0684476754174922,0.185854741044054,0.550131266797233,0.480834728589587,-9.22234643651181e-06,0.528504235903777,1.29829869787666e-05,-1.01344727770992,-2.17633925449631,0.27589191316956,0.275910013579795,0.275891674848915,0.351032257479776,0.276625807007917,0.274659325319491,0.268196667699625,0.221537201688401,0.250345058263211,0.275899517250061,0.263958544996022,0.275897692512415,0.350779953000975,0.477435116974591
-6.56382244729489,266266,0.0559968127049678,47.43437084,-120.2182718,500,0.832342449,0.564803805,0,0,0,0,0,2.288941736,4.399524376,87.960761,3.953626635,0,0,0,9.690844233,0,0,2.972651605,0,0.386444709,0.258287836895626,4.74430156860126e-05,1.69003614706257e-06,-4.60946789128428e-08,-0.121445342634436,-0.00477756022210594,0.166050984308931,0.184702830683014,0.550131266797233,0.480834728589587,2.72426106002718e-05,0.390348033262733,2.60729800695732e-06,-3.28274115487864,-2.21514949284902,0.275891915879278,0.275899899227669,0.275891674848915,0.256737107663302,0.275413978359135,0.304947555430481,0.268111963484304,0.221537201688401,0.250345058263211,0.275914702652156,0.264932467027143,0.275898950786539,0.450854475523456,0.468882596469178
-7.56167850816483,266267,0.215967765726013,47.43437084,-119.8637567,688,0.178359096,0,0,0,0,0,0,0,0.118906064,99.13793103,0.564803805,0,0,0,1.307966706,0,0,2.378121284,0,0.029726516,0.897997139973967,5.01898651131603e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0121226668072058,0.208268526701712,0.192613673816841,0.550131266797233,0.480834728589587,-4.58844554109989e-06,0.431202971884101,1.29829869787666e-05,-2.40715931368166,-2.2042515128448,0.275891925995152,0.275899905026697,0.275891674848915,0.256044344514672,0.275211537546493,0.314475399045867,0.268750894531247,0.221537201688401,0.250345058263211,0.275899934812222,0.264032530997802,0.275897692512415,0.422467403056479,0.46307908180692
-2.32570309793571,266268,0.162916672324114,47.43437084,-119.5092416,461,1.198129749,0,0,0,0,0,0,0,0.058445354,97.89596727,0.847457627,0,0,0,1.46113384,0,0,11.60140269,0,0,0.89767606895683,4.46655535228721e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0121302838434722,0.206990764835185,0.192399029278674,0.550131266797233,0.480834728589587,-3.66954039778952e-06,-0.231437848781328,1.30428169781638e-05,-3.42375063671308,-2.13445237211039,0.275891911438263,0.275899905026697,0.275891674848915,0.256044344514672,0.275211690583594,0.314146355476848,0.268731470002491,0.221537201688401,0.250345058263211,0.275900154984727,0.298688297442698,0.275897693883436,0.461600127337008,0.461786006898304
-4.99712665157075,266269,0.126496703232282,47.43437084,-119.1547265,477,0.624256837,0,0,0,0,0,0,0,0,99.13793103,0.237812128,0,0,0,0.386444709,0,0,7.669441141,0,0,0.836312916801844,4.86461710069765e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0121324309890804,0.208268526701712,0.192760014084996,0.550131266797233,0.480834728589587,-8.85832025111734e-06,0.0259127406927861,1.30428169781638e-05,-3.36801518835335,-2.03039643968116,0.275891919593754,0.275899905026697,0.275891674848915,0.256044344514672,0.275211733892754,0.314475399045867,0.268764269139886,0.221537201688401,0.250345058263211,0.275899495989453,0.28463835883577,0.275897693883436,0.456944949175972,0.46281893958893
-2.43104351212111,266270,0.0427584525539597,47.43437084,-118.8002114,532,0.058445354,0,0,0,0,0,0,0,0.029222677,99.70777323,0.204558738,0,0,0,0.379894798,0,0,16.45236704,0,0,0.717598383192981,5.03235132221033e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0121319971968127,0.208507994228263,0.192769487875862,0.550131266797233,0.480834728589587,-8.87521388726403e-06,-0.450652969735884,1.30428169781638e-05,-3.15166451617547,-1.92549246575764,0.275891926642791,0.275899905026697,0.275891674848915,0.256044344514672,0.275211725134726,0.314538013614544,0.2687651397961,0.221537201688401,0.250345058263211,0.275899496731473,0.309191324199264,0.275897693883436,0.443311718838208,0.467248597916618
1.05522840298976,266271,0.00340590717732489,47.43437084,-118.4456963,625,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,54.66706302,0,0,0.0191729337050241,5.03376209143406e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0121324309890804,0.20854642227402,0.192800686398436,0.550131266797233,0.480834728589587,-9.36789602530738e-06,-0.600750625759853,1.30428169781638e-05,-2.73015943077893,-1.83509841263161,0.275891926712472,0.275899905026697,0.275891674848915,0.256044344514672,0.275211733892754,0.314548129898156,0.268768015152364,0.221537201688401,0.250345058263211,0.275899528888495,0.482266820558782,0.275897693883436,0.429933740473741,0.474774222331764
1.27610329056722,266272,0.00153558520840541,47.43437084,-118.0911812,677,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.116890707,0,0,63.15020456,0,0,0.0116663200447959,5.03376209143406e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0121324309890804,0.20854642227402,0.192800686398436,0.550131266797233,0.480834728589587,-9.32464372650563e-06,-0.552194921503645,1.30428169781638e-05,-2.46558728772387,-1.75977697342164,0.275891926712472,0.275899905026697,0.275891674848915,0.256044344514672,0.275211733892754,0.314548129898156,0.268768015152364,0.221537201688401,0.250345058263211,0.275899525241874,0.530465791360553,0.275897693883436,0.424052938339686,0.480639163231394
-2.56077369474077,267765,0.0499695063416941,47.19456448,-120.7326873,801,0.029222677,14.93278784,0,0,0,0,0,20.83576856,12.27352425,51.16890707,0.175336061,0,0,0,0.029222677,0,0,2.074810053,0,0.204558738,0.210887680850396,5.03347703011626e-05,-1.58539898706139e-06,-4.60946789128428e-08,0.176413770829128,0.00724735430800205,0.113305336799629,0.192776442601149,0.550131266797233,0.480834728589587,-9.36561984547888e-06,0.450354453132658,9.57497713451494e-06,-1.77529010000415,-2.09972502301477,0.275891926698337,0.275904899425423,0.275891674848915,0.348957910005224,0.276993097612533,0.276943222024053,0.268765779580652,0.221537201688401,0.250345058263211,0.275899528692802,0.263771658469851,0.275897779224057,0.392209135269298,0.471552426405221
-1.91290322943081,267766,0.000594136770650592,47.19456448,-120.3797774,1335,0.683709869,18.07372176,0,0,0,0,0,20.03567182,8.947681332,51.99167658,0.267538644,0,0,0,0.14863258,0,0,0.832342449,0,0.118906064,0.00242130056438794,4.8331984969147e-05,-1.25830521978204e-06,-4.60946789128428e-08,0.172095217945641,0.00393213432056156,0.11153054824731,0.192751545089934,0.550131266797233,0.480834728589587,-9.29508330395634e-06,0.512640792280829,1.18471294683782e-05,-0.0975533871843313,-2.1536557737445,0.275891918518116,0.275905948775965,0.275891674848915,0.345112774744363,0.276366087088761,0.27733295143732,0.268763490974899,0.221537201688401,0.250345058263211,0.275899522840728,0.263746866516207,0.275897685473692,0.282500157881077,0.46321016846174
-13.8728693027562,267767,0.00158063417973647,47.19456448,-120.0268674,404,1.605231867,6.272294887,0,0,0,0,0,5.083234245,3.923900119,81.83709869,1.27824019,0,0,0,1.307966706,0,0,34.89892985,0,0.297265161,0.00650439546750802,4.07126513561735e-05,-2.07990555028618e-06,-4.60946789128428e-08,-0.0546257983011209,-0.00587496773698986,0.128343228773997,0.191914658231627,0.550131266797233,0.480834728589587,-4.58844554109989e-06,-0.732586029479721,6.21938199646933e-06,-3.58746984829119,-2.16393732594518,0.275891914934879,0.275901949213337,0.275891674848915,0.267443907903761,0.275342560507864,0.297948785252932,0.268688262521513,0.221537201688401,0.250345058263211,0.275899934812222,0.388242641257308,0.275898178176617,0.479451359172382,0.456098934875702
-6.52357626001374,267768,0.107090569951494,47.19456448,-119.6739574,372,0.594530321,0,0,0,0,0,0,0,0.237812128,97.20570749,1.843043995,0,0,0,5.350772889,0,0,66.70630202,0,0.445897741,0.781050123853698,4.87938731770985e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0120932422332604,0.205831549722375,0.190993539395629,0.550131266797233,0.480834728589587,1.58829874562565e-05,-0.53834970818044,1.75791777255392e-07,-3.65854904869,-2.11099993207101,0.275891920125578,0.275899905026697,0.275891674848915,0.256044344514672,0.27521095437893,0.313852407457972,0.268608024418303,0.221537201688401,0.250345058263211,0.275907512525412,0.545041036790692,0.275899669481254,0.489914419477601,0.453829594393614
-4.63022818647559,267769,0.0226398420959139,47.19456448,-119.3210474,372,1.159334126,0,0,0,0,0,0,0,0.921521998,92.98454221,4.904875149,0,0,0,9.898929845,0,0,40.48751486,0,0.535077289,0.17090794477508,4.49981471176919e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0115870431785122,0.192402772766627,0.180458929461926,0.550131266797233,0.480834728589587,2.76413995252159e-05,-0.706894010895422,-3.29115317823219e-06,-3.65854904869,-2.01330200521845,0.275891911668391,0.275899905026697,0.275891674848915,0.256044344514672,0.275202823000677,0.31062449210671,0.267821809074754,0.221537201688401,0.250345058263211,0.275915092308584,0.403598712451213,0.275900968866363,0.489914419477601,0.454541310879018
-0.353974213739285,267770,0.00757417406002418,47.19456448,-118.9681375,455,0,0,0,0,0,0,0,0,0,99.35710111,0.64289889,0,0,0,0.964348334,0,0,49.79544126,0,0,0.0451749793245622,5.03376209143406e-05,1.8427471388108e-06,-4.60946789128428e-08,-0.15093376149803,-0.0121324309890804,0.208386203666206,0.192561913462103,0.550131266797233,0.480834728589587,-6.50800210971927e-06,-0.63898583287994,1.30428169781638e-05,-3.44394624128109,-1.90822550261389,0.275891926712472,0.275899905026697,0.275891674848915,0.256044344514672,0.275211733892754,0.314506103260206,0.268746192676712,0.221537201688401,0.250345058263211,0.275899600346147,0.449159712560717,0.275897693883436,0.463435636301961,0.457123712748955
